Nome da Unidade da Federação,Nome do Município,"Produto Interno Bruto, 
a preços correntes
(R$ 1.000)","Produto Interno Bruto per capita, 
a preços correntes
(R$ 1,00)"
Rondônia,Alta Floresta D'Oeste,734469.325,32619.88
Rondônia,Ariquemes,3209761.401,28878.27
Rondônia,Cabixi,238411.628,47051.83
Rondônia,Cacoal,2792382.761,32313.26
Rondônia,Cerejeiras,743037.376,46185.81
Rondônia,Colorado do Oeste,424806.604,27923.92
Rondônia,Corumbiara,396727.614,56257.46
Rondônia,Costa Marques,316670.546,16446.15
Rondônia,Espigão D'Oeste,773380.507,23429.38
Rondônia,Guajará-Mirim,1054178.548,22462.79
Rondônia,Jaru,1765088.789,34294.21
Rondônia,Ji-Paraná,4231113.134,32292.16
Rondônia,Machadinho D'Oeste,890320.395,21338.33
Rondônia,Nova Brasilândia D'Oeste,548734.372,26762.31
Rondônia,Ouro Preto do Oeste,985867.804,27814.02
Rondônia,Pimenta Bueno,1642516.481,44275.07
Rondônia,Porto Velho,20059521.856,36541.49
Rondônia,Presidente Médici,559989.525,30827.94
Rondônia,Rio Crespo,184430.169,47991.2
Rondônia,Rolim de Moura,1565193.978,28076.24
Rondônia,Santa Luzia D'Oeste,213556.003,35940.09
Rondônia,Vilhena,4215045.761,40328.81
Rondônia,São Miguel do Guaporé,905335.275,39112.42
Rondônia,Nova Mamoré,742687.06,23076.28
Rondônia,Alvorada D'Oeste,352628.346,25539.82
Rondônia,Alto Alegre dos Parecis,483671.84,36454.01
Rondônia,Alto Paraíso,510361.297,22929.34
Rondônia,Buritis,966552.082,23549.74
Rondônia,Novo Horizonte do Oeste,231501.787,28492.53
Rondônia,Cacaulândia,275337.641,43655.88
Rondônia,Campo Novo de Rondônia,369376.842,25667.21
Rondônia,Candeias do Jamari,655606.242,23357.78
Rondônia,Castanheiras,99626.808,34083.75
Rondônia,Chupinguaia,468792.653,39880.28
Rondônia,Cujubim,487480.169,17967.64
Rondônia,Governador Jorge Teixeira,239330.271,33566.66
Rondônia,Itapuã do Oeste,210030.622,19413.13
Rondônia,Ministro Andreazza,297878.173,31484.85
Rondônia,Mirante da Serra,262640.401,24566.5
Rondônia,Monte Negro,389890.801,24129.89
Rondônia,Nova União,157320.811,23060.8
Rondônia,Parecis,155434.257,24597.92
Rondônia,Pimenteiras do Oeste,246208.621,115753.94
Rondônia,Primavera de Rondônia,107029.666,39684.71
Rondônia,São Felipe D'Oeste,130675.805,26335.31
Rondônia,São Francisco do Guaporé,488042.888,23143.16
Rondônia,Seringueiras,332986.986,28109.66
Rondônia,Teixeirópolis,121300.639,29158.81
Rondônia,Theobroma,257425.794,24876.86
Rondônia,Urupá,273501.274,24682.0
Rondônia,Vale do Anari,220587.906,19106.79
Rondônia,Vale do Paraíso,185648.192,28605.27
Acre,Acrelândia,398724.884,25362.56
Acre,Assis Brasil,133916.175,17507.67
Acre,Brasiléia,685636.225,25278.78
Acre,Bujari,300830.265,28455.38
Acre,Capixaba,512352.894,41722.55
Acre,Cruzeiro do Sul,2058629.669,22934.82
Acre,Epitaciolândia,644541.502,33960.77
Acre,Feijó,567040.488,16207.64
Acre,Jordão,113975.208,13209.92
Acre,Mâncio Lima,269204.838,13704.87
Acre,Manoel Urbano,184903.705,19060.27
Acre,Marechal Thaumaturgo,256864.842,13020.98
Acre,Plácido de Castro,601470.508,29854.1
Acre,Porto Walter,160534.749,12845.86
Acre,Rio Branco,10955674.857,26119.02
Acre,Rodrigues Alves,255648.556,12933.1
Acre,Santa Rosa do Purus,108545.109,15747.15
Acre,Senador Guiomard,779671.689,33253.93
Acre,Sena Madureira,748094.167,15860.21
Acre,Tarauacá,711884.414,16279.09
Acre,Xapuri,454980.626,22902.48
Acre,Porto Acre,471314.639,24623.3
Amazonas,Alvarães,217332.509,13255.22
Amazonas,Amaturá,118871.741,9960.76
Amazonas,Anamã,138599.397,9697.69
Amazonas,Anori,248435.25,11324.94
Amazonas,Apuí,297810.086,13096.89
Amazonas,Atalaia do Norte,184947.271,8862.72
Amazonas,Autazes,506340.588,12348.26
Amazonas,Barcelos,245621.569,8844.22
Amazonas,Barreirinha,344889.507,10476.91
Amazonas,Benjamin Constant,388780.899,8664.03
Amazonas,Beruri,211871.211,10333.67
Amazonas,Boa Vista do Ramos,182412.101,9102.4
Amazonas,Boca do Acre,512795.578,14668.9
Amazonas,Borba,402130.676,9500.35
Amazonas,Caapiranga,177894.147,13194.94
Amazonas,Canutama,154316.147,9656.23
Amazonas,Carauari,370656.64,12906.32
Amazonas,Careiro,395194.093,10180.17
Amazonas,Careiro da Várzea,413374.145,13140.09
Amazonas,Coari,3380278.023,38982.37
Amazonas,Codajás,531995.467,17917.73
Amazonas,Eirunepé,568039.479,15726.02
Amazonas,Envira,215526.707,10387.83
Amazonas,Fonte Boa,222773.426,13576.3
Amazonas,Guajará,177320.17,10313.51
Amazonas,Humaitá,860167.548,15039.21
Amazonas,Ipixuna,216518.72,6945.94
Amazonas,Iranduba,1001862.277,20150.9
Amazonas,Itacoatiara,2350463.023,22590.61
Amazonas,Itamarati,135619.961,17438.6
Amazonas,Itapiranga,152509.179,16377.7
Amazonas,Japurá,85808.931,48893.98
Amazonas,Juruá,138073.554,8910.85
Amazonas,Jutaí,266376.707,19787.31
Amazonas,Lábrea,625198.549,13111.01
Amazonas,Manacapuru,1544675.041,15506.76
Amazonas,Manaquiri,311334.942,9162.03
Amazonas,Manaus,103281436.041,45782.75
Amazonas,Manicoré,686279.198,11955.04
Amazonas,Maraã,176217.181,9630.41
Amazonas,Maués,595826.607,9005.98
Amazonas,Nhamundá,207005.201,9535.02
Amazonas,Nova Olinda do Norte,341652.222,8836.21
Amazonas,Novo Airão,186533.353,9146.03
Amazonas,Novo Aripuanã,252421.954,9545.89
Amazonas,Parintins,1426984.346,12255.21
Amazonas,Pauini,199541.324,10172.38
Amazonas,Presidente Figueiredo,1031905.063,27087.68
Amazonas,Rio Preto da Eva,407145.836,11680.8
Amazonas,Santa Isabel do Rio Negro,185816.959,6994.54
Amazonas,Santo Antônio do Içá,237314.012,11360.72
Amazonas,São Gabriel da Cachoeira,423053.804,8995.21
Amazonas,São Paulo de Olivença,334131.304,8182.07
Amazonas,São Sebastião do Uatumã,136609.077,9307.06
Amazonas,Silves,175041.607,18843.97
Amazonas,Tabatinga,758035.604,11065.89
Amazonas,Tapauá,239943.811,14218.05
Amazonas,Tefé,1098392.396,18538.27
Amazonas,Tonantins,185410.261,9738.96
Amazonas,Uarini,229208.979,16562.54
Amazonas,Urucará,205655.739,12847.86
Amazonas,Urucurituba,232660.624,9654.77
Roraima,Amajari,240826.098,17758.73
Roraima,Alto Alegre,385506.664,25280.78
Roraima,Boa Vista,13493364.054,30906.19
Roraima,Bonfim,522405.211,41131.03
Roraima,Cantá,353071.266,18334.7
Roraima,Caracaraí,453297.537,20026.4
Roraima,Caroebe,236787.802,22349.01
Roraima,Iracema,208476.682,16497.32
Roraima,Mucajaí,393852.028,21310.03
Roraima,Normandia,202859.421,17232.37
Roraima,Pacaraima,329091.961,16366.22
Roraima,Rorainópolis,732355.771,23333.09
Roraima,São João da Baliza,327768.1,38597.28
Roraima,São Luiz,178971.582,21740.96
Roraima,Uiramutã,143945.313,13069.3
Pará,Abaetetuba,1949340.721,12150.04
Pará,Abel Figueiredo,105495.794,13998.91
Pará,Acará,1433439.844,25714.69
Pará,Afuá,444235.786,11130.94
Pará,Água Azul do Norte,643132.324,23136.75
Pará,Alenquer,745403.099,12988.38
Pará,Almeirim,688370.093,20220.01
Pará,Altamira,3120219.096,26595.8
Pará,Anajás,259019.584,8607.88
Pará,Ananindeua,8939829.778,16542.68
Pará,Anapu,588032.29,20061.15
Pará,Augusto Corrêa,363770.783,7750.19
Pará,Aurora do Pará,308632.693,9584.87
Pará,Aveiro,151969.219,9254.57
Pará,Bagre,250547.554,7837.69
Pará,Baião,562146.663,11367.06
Pará,Bannach,129007.475,39829.41
Pará,Barcarena,9243936.587,71473.92
Pará,Belém,33467126.221,22216.33
Pará,Belterra,237196.263,13218.69
Pará,Benevides,1986728.895,30668.86
Pará,Bom Jesus do Tocantins,243883.113,14134.87
Pará,Bonito,206682.145,12325.25
Pará,Bragança,1389572.581,10679.0
Pará,Brasil Novo,379813.134,25519.93
Pará,Brejo Grande do Araguaia,115088.437,15643.39
Pará,Breu Branco,794308.725,11579.35
Pará,Breves,893933.277,8572.43
Pará,Bujaru,536730.474,18061.39
Pará,Cachoeira do Piriá,227634.157,6447.28
Pará,Cachoeira do Arari,255830.008,10504.21
Pará,Cametá,1393689.603,9897.38
Pará,Canaã dos Carajás,34989610.087,894806.28
Pará,Capanema,1427144.391,20438.0
Pará,Capitão Poço,615772.817,11289.26
Pará,Castanhal,4709312.377,22897.75
Pará,Chaves,248270.224,10269.71
Pará,Colares,100969.315,8293.17
Pará,Conceição do Araguaia,662825.059,13775.85
Pará,Concórdia do Pará,420235.553,12274.67
Pará,Cumaru do Norte,406927.482,28975.18
Pará,Curionópolis,3667340.784,206447.92
Pará,Curralinho,282512.4,7951.38
Pará,Curuá,149716.901,10132.44
Pará,Curuçá,369776.759,8998.53
Pará,Dom Eliseu,940611.427,15367.96
Pará,Eldorado do Carajás,556042.399,16321.07
Pará,Faro,76729.908,11041.86
Pará,Floresta do Araguaia,602622.887,29053.27
Pará,Garrafão do Norte,276032.65,10553.72
Pará,Goianésia do Pará,506638.175,12156.01
Pará,Gurupá,334287.016,9795.38
Pará,Igarapé-Açu,415894.006,10600.35
Pará,Igarapé-Miri,691233.363,10908.41
Pará,Inhangapi,174628.498,14541.47
Pará,Ipixuna do Pará,625212.973,9307.92
Pará,Irituia,278005.93,8517.6
Pará,Itaituba,3078558.25,30318.38
Pará,Itupiranga,841955.863,15755.46
Pará,Jacareacanga,625759.62,90011.45
Pará,Jacundá,615694.792,10173.91
Pará,Juruti,1451756.372,24211.68
Pará,Limoeiro do Ajuru,503050.922,16981.77
Pará,Mãe do Rio,340310.64,11198.48
Pará,Magalhães Barata,98431.986,11448.24
Pará,Marabá,13523145.275,47010.21
Pará,Maracanã,289996.985,9810.78
Pará,Marapanim,263656.848,9230.71
Pará,Marituba,2578541.406,18986.11
Pará,Medicilândia,1023971.634,31655.85
Pará,Melgaço,216854.875,7711.49
Pará,Mocajuba,452081.939,14164.3
Pará,Moju,1348480.959,16005.52
Pará,Mojuí dos Campos,288643.613,17727.77
Pará,Monte Alegre,807340.059,13850.64
Pará,Muaná,338763.85,8172.04
Pará,Nova Esperança do Piriá,350841.529,16303.8
Pará,Nova Ipixuna,192605.498,11311.77
Pará,Nova Timboteua,147490.964,9426.75
Pará,Novo Progresso,971539.109,37701.86
Pará,Novo Repartimento,1117033.949,14231.91
Pará,Óbidos,965929.856,18408.13
Pará,Oeiras do Pará,419076.519,12629.63
Pará,Oriximiná,2278575.408,30413.04
Pará,Ourém,200628.505,11097.32
Pará,Ourilândia do Norte,1302429.284,38498.1
Pará,Pacajá,867605.169,17666.57
Pará,Palestina do Pará,98768.862,13038.79
Pará,Paragominas,4280508.364,36952.54
Pará,Parauapebas,49763039.614,227449.71
Pará,Pau D'Arco,114869.818,21515.23
Pará,Peixe-Boi,72327.031,8946.94
Pará,Piçarra,292754.579,22561.23
Pará,Placas,323262.678,10000.39
Pará,Ponta de Pedras,275229.855,8599.05
Pará,Portel,945733.128,14816.2
Pará,Porto de Moz,404676.632,9531.67
Pará,Prainha,442969.465,14851.29
Pará,Primavera,321726.054,29545.97
Pará,Quatipuru,120881.856,8763.36
Pará,Redenção,2552479.294,29567.91
Pará,Rio Maria,601871.92,33055.36
Pará,Rondon do Pará,734050.157,13787.05
Pará,Rurópolis,496837.224,9468.44
Pará,Salinópolis,641900.692,15593.74
Pará,Salvaterra,210370.983,8624.59
Pará,Santa Bárbara do Pará,240524.216,11027.66
Pará,Santa Cruz do Arari,96042.725,9150.41
Pará,Santa Izabel do Pará,935129.075,12835.31
Pará,Santa Luzia do Pará,196168.095,9888.0
Pará,Santa Maria das Barreiras,1072244.489,48203.76
Pará,Santa Maria do Pará,371642.16,14790.55
Pará,Santana do Araguaia,1381971.626,18185.03
Pará,Santarém,6390528.311,20725.66
Pará,Santarém Novo,60065.43,8838.35
Pará,Santo Antônio do Tauá,475569.11,14702.56
Pará,São Caetano de Odivelas,183191.182,10061.58
Pará,São Domingos do Araguaia,359021.277,13837.78
Pará,São Domingos do Capim,438410.279,13579.38
Pará,São Félix do Xingu,2009122.073,14802.13
Pará,São Francisco do Pará,264373.94,16546.12
Pará,São Geraldo do Araguaia,710684.374,28929.59
Pará,São João da Ponta,57407.078,9120.92
Pará,São João de Pirabas,182167.689,7771.66
Pará,São João do Araguaia,186890.292,13249.93
Pará,São Miguel do Guamá,793138.622,13160.19
Pará,São Sebastião da Boa Vista,245027.546,8974.71
Pará,Sapucaia,141176.27,23189.27
Pará,Senador José Porfírio,246281.319,21785.17
Pará,Soure,241802.979,9389.68
Pará,Tailândia,1291722.481,11579.35
Pará,Terra Alta,83046.102,6937.27
Pará,Terra Santa,519541.124,27253.9
Pará,Tomé-Açu,1040635.19,16107.91
Pará,Tracuateua,285330.166,9044.03
Pará,Trairão,327522.826,16931.49
Pará,Tucumã,984423.17,24210.5
Pará,Tucuruí,5614501.329,48149.75
Pará,Ulianópolis,1995884.062,32043.86
Pará,Uruará,774530.03,17062.01
Pará,Vigia,476786.634,8724.37
Pará,Viseu,618568.478,9961.97
Pará,Vitória do Xingu,4230777.51,274351.7
Pará,Xinguara,1605020.176,35340.41
Amapá,Serra do Navio,92154.877,16524.09
Amapá,Amapá,159543.266,17220.0
Amapá,Pedra Branca do Amapari,453324.125,25720.52
Amapá,Calçoene,184495.7,16052.88
Amapá,Cutias,94625.121,15220.38
Amapá,Ferreira Gomes,578381.478,70958.35
Amapá,Itaubal,87890.92,15338.73
Amapá,Laranjal do Jari,1134587.123,21693.0
Amapá,Macapá,12938060.018,24768.62
Amapá,Mazagão,377734.4,16812.11
Amapá,Oiapoque,528918.795,18536.44
Amapá,Porto Grande,373966.165,16311.17
Amapá,Pracuúba,84588.511,15752.05
Amapá,Santana,2512716.773,20132.66
Amapá,Tartarugalzinho,261937.975,14378.77
Amapá,Vitória do Jari,236925.27,14296.72
Tocantins,Abreulândia,112134.759,42979.98
Tocantins,Aguiarnópolis,165479.833,23475.65
Tocantins,Aliança do Tocantins,616571.342,116268.4
Tocantins,Almas,273740.577,39643.82
Tocantins,Alvorada,474111.349,56569.78
Tocantins,Ananás,159769.353,16933.69
Tocantins,Angico,48276.163,13892.42
Tocantins,Aparecida do Rio Negro,255912.273,52216.34
Tocantins,Aragominas,98441.127,17255.24
Tocantins,Araguacema,240245.613,33261.2
Tocantins,Araguaçu,349049.713,41464.68
Tocantins,Araguaína,5239050.441,28129.89
Tocantins,Araguanã,101857.801,17393.75
Tocantins,Araguatins,529290.178,14472.16
Tocantins,Arapoema,324522.852,49244.74
Tocantins,Arraias,223309.854,21263.55
Tocantins,Augustinópolis,305118.467,16169.5
Tocantins,Aurora do Tocantins,58805.996,15438.7
Tocantins,Axixá do Tocantins,141091.965,14372.21
Tocantins,Babaçulândia,158741.478,14880.15
Tocantins,Bandeirantes do Tocantins,178653.5,49202.29
Tocantins,Barra do Ouro,113260.016,24237.11
Tocantins,Barrolândia,122016.29,21523.42
Tocantins,Bernardo Sayão,102684.048,23132.25
Tocantins,Bom Jesus do Tocantins,139409.756,27228.47
Tocantins,Brasilândia do Tocantins,75634.398,34054.21
Tocantins,Brejinho de Nazaré,272944.891,49268.03
Tocantins,Buriti do Tocantins,161641.165,13881.93
Tocantins,Cachoeirinha,58546.974,25532.91
Tocantins,Campos Lindos,1004930.543,95662.12
Tocantins,Cariri do Tocantins,517714.913,115073.33
Tocantins,Carmolândia,69222.483,26350.39
Tocantins,Carrasco Bonito,50561.097,12139.52
Tocantins,Caseara,389492.608,70637.03
Tocantins,Centenário,64556.878,21765.64
Tocantins,Chapada de Areia,39823.896,28144.1
Tocantins,Chapada da Natividade,148973.23,44736.71
Tocantins,Colinas do Tocantins,862138.742,23769.37
Tocantins,Combinado,76524.496,15713.45
Tocantins,Conceição do Tocantins,67828.897,16665.58
Tocantins,Couto Magalhães,203473.021,35759.76
Tocantins,Cristalândia,177293.549,24393.72
Tocantins,Crixás do Tocantins,78644.714,44965.53
Tocantins,Darcinópolis,241931.656,38709.07
Tocantins,Dianópolis,644829.488,28401.58
Tocantins,Divinópolis do Tocantins,249235.172,35676.38
Tocantins,Dois Irmãos do Tocantins,216149.33,30133.74
Tocantins,Dueré,204764.51,43697.08
Tocantins,Esperantina,118723.997,10525.18
Tocantins,Fátima,89100.065,23300.23
Tocantins,Figueirópolis,256752.183,49167.4
Tocantins,Filadélfia,129323.234,14543.77
Tocantins,Formoso do Araguaia,1414038.409,77025.73
Tocantins,Tabocão,232897.504,89062.14
Tocantins,Goianorte,193502.296,37675.68
Tocantins,Goiatins,230924.169,17535.44
Tocantins,Guaraí,880402.901,33344.81
Tocantins,Gurupi,2648420.391,29950.02
Tocantins,Ipueiras,47771.523,22879.08
Tocantins,Itacajá,186259.82,24931.04
Tocantins,Itaguatins,82610.655,14240.76
Tocantins,Itapiratins,171522.114,44971.71
Tocantins,Itaporã do Tocantins,69980.106,29013.31
Tocantins,Jaú do Tocantins,97864.72,25054.97
Tocantins,Juarina,44394.941,20420.86
Tocantins,Lagoa da Confusão,998445.275,71373.6
Tocantins,Lagoa do Tocantins,89428.78,20006.44
Tocantins,Lajeado,64404.783,20132.79
Tocantins,Lavandeira,37869.666,19087.53
Tocantins,Lizarda,66331.66,17797.6
Tocantins,Luzinópolis,71179.561,22243.61
Tocantins,Marianópolis do Tocantins,252330.721,47323.84
Tocantins,Mateiros,252360.284,91006.23
Tocantins,Maurilândia do Tocantins,55910.557,16112.55
Tocantins,Miracema do Tocantins,642002.992,36419.5
Tocantins,Miranorte,390325.022,28804.15
Tocantins,Monte do Carmo,296287.972,36212.17
Tocantins,Monte Santo do Tocantins,75004.481,32455.42
Tocantins,Palmeiras do Tocantins,95357.464,13961.56
Tocantins,Muricilândia,69464.96,19173.33
Tocantins,Natividade,247340.192,26722.15
Tocantins,Nazaré,58139.378,15413.41
Tocantins,Nova Olinda,320311.123,26661.49
Tocantins,Nova Rosalândia,100914.913,23209.5
Tocantins,Novo Acordo,84723.407,19038.97
Tocantins,Novo Alegre,35521.072,15232.02
Tocantins,Novo Jardim,42671.729,15416.09
Tocantins,Oliveira de Fátima,29468.609,26217.62
Tocantins,Palmeirante,185349.023,29731.96
Tocantins,Palmeirópolis,170117.984,22110.47
Tocantins,Paraíso do Tocantins,1513693.492,28820.73
Tocantins,Paranã,315396.766,30250.98
Tocantins,Pau D'Arco,91169.316,18663.11
Tocantins,Pedro Afonso,848670.949,60775.63
Tocantins,Peixe,733929.386,61181.18
Tocantins,Pequizeiro,107606.183,19402.49
Tocantins,Colméia,182795.642,22628.82
Tocantins,Pindorama do Tocantins,85005.659,19258.19
Tocantins,Piraquê,89940.427,29605.14
Tocantins,Pium,361914.527,46221.52
Tocantins,Ponte Alta do Bom Jesus,66158.254,14426.13
Tocantins,Ponte Alta do Tocantins,121170.43,14791.31
Tocantins,Porto Alegre do Tocantins,47042.663,14700.83
Tocantins,Porto Nacional,3649421.284,68063.36
Tocantins,Praia Norte,93138.597,10876.87
Tocantins,Presidente Kennedy,65165.275,17765.89
Tocantins,Pugmil,82663.293,30103.17
Tocantins,Recursolândia,91479.791,20842.97
Tocantins,Riachinho,68536.425,14511.21
Tocantins,Rio da Conceição,29142.464,13180.67
Tocantins,Rio dos Bois,85928.248,29846.56
Tocantins,Rio Sono,111443.415,17150.42
Tocantins,Sampaio,145863.184,29914.52
Tocantins,Sandolândia,116736.092,34629.51
Tocantins,Santa Fé do Araguaia,175926.902,22913.12
Tocantins,Santa Maria do Tocantins,139630.247,39477.03
Tocantins,Santa Rita do Tocantins,180272.582,74895.13
Tocantins,Santa Rosa do Tocantins,307685.016,63257.61
Tocantins,Santa Tereza do Tocantins,48098.437,16427.06
Tocantins,Santa Terezinha do Tocantins,41930.976,16573.51
Tocantins,São Bento do Tocantins,73589.547,13485.35
Tocantins,São Félix do Tocantins,36540.734,22696.11
Tocantins,São Miguel do Tocantins,255814.091,20555.57
Tocantins,São Salvador do Tocantins,49467.49,15926.43
Tocantins,São Sebastião do Tocantins,61804.374,12618.29
Tocantins,São Valério,156734.117,40731.32
Tocantins,Silvanópolis,240328.58,44080.81
Tocantins,Sítio Novo do Tocantins,132861.998,14820.08
Tocantins,Sucupira,532373.973,265258.58
Tocantins,Taguatinga,318252.681,18758.26
Tocantins,Taipas do Tocantins,35246.269,16145.79
Tocantins,Talismã,146707.973,51821.96
Tocantins,Palmas,10333418.524,32977.35
Tocantins,Tocantínia,191372.85,24892.41
Tocantins,Tocantinópolis,372641.872,16329.62
Tocantins,Tupirama,118838.583,60880.42
Tocantins,Tupiratins,38618.565,13866.63
Tocantins,Wanderlândia,183424.384,15566.87
Tocantins,Xambioá,471019.831,40958.25
Maranhão,Açailândia,3828780.053,33649.84
Maranhão,Afonso Cunha,85067.792,12828.8
Maranhão,Água Doce do Maranhão,101671.659,7986.15
Maranhão,Alcântara,148797.437,6725.0
Maranhão,Aldeias Altas,249449.978,9246.08
Maranhão,Altamira do Maranhão,71525.556,8669.76
Maranhão,Alto Alegre do Maranhão,303156.31,10801.55
Maranhão,Alto Alegre do Pindaré,251785.502,7876.42
Maranhão,Alto Parnaíba,578991.387,51543.79
Maranhão,Amapá do Maranhão,70213.299,9963.57
Maranhão,Amarante do Maranhão,388693.192,9250.86
Maranhão,Anajatuba,207642.87,7642.36
Maranhão,Anapurus,149133.237,9289.48
Maranhão,Apicum-Açu,133978.868,7620.23
Maranhão,Araguanã,101753.938,6491.48
Maranhão,Araioses,282823.23,6005.38
Maranhão,Arame,290362.263,8845.77
Maranhão,Arari,313303.333,10438.57
Maranhão,Axixá,97443.403,7964.97
Maranhão,Bacabal,1514710.749,14412.91
Maranhão,Bacabeira,599322.052,34352.98
Maranhão,Bacuri,122905.635,6563.37
Maranhão,Bacurituba,39600.412,6952.32
Maranhão,Balsas,6307609.556,65059.77
Maranhão,Barão de Grajaú,268565.093,14115.69
Maranhão,Barra do Corda,889326.752,10004.24
Maranhão,Barreirinhas,635796.206,9951.26
Maranhão,Belágua,60733.808,8006.04
Maranhão,Bela Vista do Maranhão,107575.324,9480.51
Maranhão,Benedito Leite,73162.112,12965.11
Maranhão,Bequimão,138139.787,6480.26
Maranhão,Bernardo do Mearim,105126.327,17228.18
Maranhão,Boa Vista do Gurupi,67553.614,7953.1
Maranhão,Bom Jardim,411429.902,9793.62
Maranhão,Bom Jesus das Selvas,375735.775,10706.25
Maranhão,Bom Lugar,117982.927,7116.84
Maranhão,Brejo,328697.405,8907.79
Maranhão,Brejo de Areia,71081.746,8040.01
Maranhão,Buriti,277994.975,9613.88
Maranhão,Buriti Bravo,238709.747,9949.14
Maranhão,Buriticupu,748132.109,10165.53
Maranhão,Buritirana,122497.242,7901.52
Maranhão,Cachoeira Grande,60991.975,6404.03
Maranhão,Cajapió,70672.712,6279.23
Maranhão,Cajari,128110.735,6562.71
Maranhão,Campestre do Maranhão,214038.495,14730.8
Maranhão,Cândido Mendes,146820.81,7205.58
Maranhão,Cantanhede,153435.91,6900.34
Maranhão,Capinzal do Norte,284011.066,25967.91
Maranhão,Carolina,525939.631,21777.14
Maranhão,Carutapera,202040.303,8385.15
Maranhão,Caxias,2112940.78,12716.38
Maranhão,Cedral,78601.93,7338.43
Maranhão,Central do Maranhão,58363.24,6627.67
Maranhão,Centro do Guilherme,103760.851,7477.72
Maranhão,Centro Novo do Maranhão,200804.874,9104.32
Maranhão,Chapadinha,894508.83,11083.69
Maranhão,Cidelândia,183587.774,12358.65
Maranhão,Codó,1648785.85,13364.78
Maranhão,Coelho Neto,462763.066,9291.68
Maranhão,Colinas,553252.847,13349.73
Maranhão,Conceição do Lago-Açu,147232.007,8891.36
Maranhão,Coroatá,533669.77,8111.96
Maranhão,Cururupu,264587.576,8126.4
Maranhão,Davinópolis,190230.491,14720.3
Maranhão,Dom Pedro,262586.265,11224.99
Maranhão,Duque Bacelar,86925.94,7591.12
Maranhão,Esperantinópolis,159008.703,9369.44
Maranhão,Estreito,1138793.57,26423.96
Maranhão,Feira Nova do Maranhão,118019.459,13874.85
Maranhão,Fernando Falcão,100433.454,9511.64
Maranhão,Formosa da Serra Negra,202181.12,10408.29
Maranhão,Fortaleza dos Nogueiras,346719.806,27382.7
Maranhão,Fortuna,143320.686,8046.3
Maranhão,Godofredo Viana,2658714.204,219655.83
Maranhão,Gonçalves Dias,150087.812,8360.04
Maranhão,Governador Archer,91924.71,8409.54
Maranhão,Governador Edison Lobão,375030.362,20012.29
Maranhão,Governador Eugênio Barros,118447.933,8056.04
Maranhão,Governador Luiz Rocha,71094.403,9024.42
Maranhão,Governador Newton Bello,84191.322,8318.48
Maranhão,Governador Nunes Freire,258016.243,10117.49
Maranhão,Graça Aranha,54165.651,8651.28
Maranhão,Grajaú,1149837.283,16265.45
Maranhão,Guimarães,93414.092,7806.63
Maranhão,Humberto de Campos,184410.582,6327.78
Maranhão,Icatu,178972.561,6526.37
Maranhão,Igarapé do Meio,370691.828,25617.96
Maranhão,Igarapé Grande,117754.235,10281.52
Maranhão,Imperatriz,7693510.696,29592.7
Maranhão,Itaipava do Grajaú,107309.98,6641.29
Maranhão,Itapecuru Mirim,772939.586,11164.32
Maranhão,Itinga do Maranhão,489270.029,18721.59
Maranhão,Jatobá,75706.137,7234.91
Maranhão,Jenipapo dos Vieiras,125761.932,7344.62
Maranhão,João Lisboa,270664.82,11431.55
Maranhão,Joselândia,116564.142,7182.9
Maranhão,Junco do Maranhão,61713.52,14239.39
Maranhão,Lago da Pedra,550476.614,10802.34
Maranhão,Lago do Junco,86662.246,7950.66
Maranhão,Lago Verde,135765.257,8294.05
Maranhão,Lagoa do Mato,97025.583,8601.56
Maranhão,Lago dos Rodrigues,83997.521,9500.91
Maranhão,Lagoa Grande do Maranhão,102453.915,8882.77
Maranhão,Lajeado Novo,101484.644,13260.77
Maranhão,Lima Campos,274573.604,22990.34
Maranhão,Loreto,413286.703,33679.95
Maranhão,Luís Domingues,57351.082,8174.33
Maranhão,Magalhães de Almeida,140989.288,6970.01
Maranhão,Maracaçumé,207076.155,9510.69
Maranhão,Marajá do Sena,90823.547,11708.59
Maranhão,Maranhãozinho,120933.544,7218.19
Maranhão,Mata Roma,179239.454,10468.37
Maranhão,Matinha,196784.733,8341.52
Maranhão,Matões,256405.27,7519.44
Maranhão,Matões do Norte,99342.586,5737.04
Maranhão,Milagres do Maranhão,64355.118,7569.41
Maranhão,Mirador,277841.394,13202.25
Maranhão,Miranda do Norte,788633.668,27081.27
Maranhão,Mirinzal,112073.004,7442.26
Maranhão,Monção,257693.026,7604.26
Maranhão,Montes Altos,86501.48,9543.41
Maranhão,Morros,149936.069,7607.88
Maranhão,Nina Rodrigues,88539.027,5971.88
Maranhão,Nova Colinas,86440.603,15805.56
Maranhão,Nova Iorque,50977.234,10887.92
Maranhão,Nova Olinda do Maranhão,183185.369,8629.42
Maranhão,Olho d'Água das Cunhãs,188404.976,9604.66
Maranhão,Olinda Nova do Maranhão,107307.081,7169.1
Maranhão,Paço do Lumiar,1240526.777,9903.22
Maranhão,Palmeirândia,139134.541,7012.83
Maranhão,Paraibano,183382.622,8501.35
Maranhão,Parnarama,323003.885,9200.29
Maranhão,Passagem Franca,200119.605,10394.2
Maranhão,Pastos Bons,309544.604,15718.51
Maranhão,Paulino Neves,118359.797,7263.57
Maranhão,Paulo Ramos,194181.465,9206.4
Maranhão,Pedreiras,787720.943,20119.04
