Nome da Unidade da Federação,Nome do Município,"Produto Interno Bruto, 
a preços correntes
(R$ 1.000)","Produto Interno Bruto per capita, 
a preços correntes
(R$ 1,00)"
Rio Grande do Norte,Cerro Corá,140412.382,12557.0
Rio Grande do Norte,Coronel Ezequiel,52507.145,9545.02
Rio Grande do Norte,Coronel João Pessoa,48167.496,9794.12
Rio Grande do Norte,Cruzeta,123142.248,15454.6
Rio Grande do Norte,Currais Novos,804231.196,17863.07
Rio Grande do Norte,Doutor Severiano,78556.629,11114.41
Rio Grande do Norte,Parnamirim,6845402.653,25121.67
Rio Grande do Norte,Encanto,62293.012,10934.35
Rio Grande do Norte,Equador,81977.143,13518.66
Rio Grande do Norte,Espírito Santo,97586.121,9326.78
Rio Grande do Norte,Extremoz,570424.777,19480.39
Rio Grande do Norte,Felipe Guerra,173826.601,28927.71
Rio Grande do Norte,Fernando Pedroza,39069.884,12680.91
Rio Grande do Norte,Florânia,120493.295,12330.46
Rio Grande do Norte,Francisco Dantas,32758.566,11695.31
Rio Grande do Norte,Frutuoso Gomes,44911.862,11186.02
Rio Grande do Norte,Galinhos,162617.206,56016.95
Rio Grande do Norte,Goianinha,546576.324,20240.57
Rio Grande do Norte,Governador Dix-Sept Rosado,386261.729,29451.9
Rio Grande do Norte,Grossos,158310.371,15018.53
Rio Grande do Norte,Guamaré,2042144.138,125585.4
Rio Grande do Norte,Ielmo Marinho,140721.276,10027.88
Rio Grande do Norte,Ipanguaçu,196500.561,12469.1
Rio Grande do Norte,Ipueira,34929.842,15428.38
Rio Grande do Norte,Itajá,99444.915,13014.65
Rio Grande do Norte,Itaú,73782.289,12471.65
Rio Grande do Norte,Jaçanã,86390.35,9248.51
Rio Grande do Norte,Jandaíra,101430.691,14685.2
Rio Grande do Norte,Janduís,84498.618,16162.7
Rio Grande do Norte,Januário Cicco,84900.021,8189.45
Rio Grande do Norte,Japi,51548.106,10445.41
Rio Grande do Norte,Jardim de Angicos,64391.922,24766.12
Rio Grande do Norte,Jardim de Piranhas,213315.962,14179.47
Rio Grande do Norte,Jardim do Seridó,207993.152,16777.7
Rio Grande do Norte,João Câmara,1269840.546,35911.78
Rio Grande do Norte,João Dias,27991.495,10550.88
Rio Grande do Norte,José da Penha,67414.721,11347.37
Rio Grande do Norte,Jucurutu,315841.144,17226.13
Rio Grande do Norte,Jundiá,42148.159,10683.94
Rio Grande do Norte,Lagoa d'Anta,70838.76,10339.92
Rio Grande do Norte,Lagoa de Pedras,81382.42,10674.5
Rio Grande do Norte,Lagoa de Velhos,38241.505,13997.62
Rio Grande do Norte,Lagoa Nova,269035.642,16941.79
Rio Grande do Norte,Lagoa Salgada,94312.746,11297.65
Rio Grande do Norte,Lajes,165929.589,14542.47
Rio Grande do Norte,Lajes Pintadas,51594.842,10821.07
Rio Grande do Norte,Lucrécia,51510.096,12709.13
Rio Grande do Norte,Luís Gomes,87826.93,8631.64
Rio Grande do Norte,Macaíba,1828152.018,22071.67
Rio Grande do Norte,Macau,1111123.072,34442.75
Rio Grande do Norte,Major Sales,48004.092,11702.61
Rio Grande do Norte,Marcelino Vieira,82890.171,9956.78
Rio Grande do Norte,Martins,108195.37,12308.92
Rio Grande do Norte,Maxaranguape,134894.341,10609.91
Rio Grande do Norte,Messias Targino,55530.263,11903.59
Rio Grande do Norte,Montanhas,130284.462,11667.96
Rio Grande do Norte,Monte Alegre,271455.671,11959.45
Rio Grande do Norte,Monte das Gameleiras,32366.902,15689.24
Rio Grande do Norte,Mossoró,8071762.201,26570.03
Rio Grande do Norte,Natal,24186261.543,26972.28
Rio Grande do Norte,Nísia Floresta,474721.755,16794.8
Rio Grande do Norte,Nova Cruz,560501.055,14925.2
Rio Grande do Norte,Olho d'Água do Borges,47533.085,11234.48
Rio Grande do Norte,Ouro Branco,61704.35,12820.35
Rio Grande do Norte,Paraná,43931.526,10221.39
Rio Grande do Norte,Paraú,55257.54,14806.41
Rio Grande do Norte,Parazinho,606241.151,114234.25
Rio Grande do Norte,Parelhas,368927.219,17071.27
Rio Grande do Norte,Rio do Fogo,185592.777,16932.1
Rio Grande do Norte,Passa e Fica,152324.318,11145.41
Rio Grande do Norte,Passagem,46129.161,14813.47
Rio Grande do Norte,Patu,160913.667,12511.75
Rio Grande do Norte,Santa Maria,78032.467,13716.38
Rio Grande do Norte,Pau dos Ferros,709333.066,23028.8
Rio Grande do Norte,Pedra Grande,293284.599,92723.55
Rio Grande do Norte,Pedra Preta,36127.605,14934.93
Rio Grande do Norte,Pedro Avelino,79995.93,12137.15
Rio Grande do Norte,Pedro Velho,173618.894,11667.15
Rio Grande do Norte,Pendências,757494.145,49152.82
Rio Grande do Norte,Pilões,41829.436,10725.5
Rio Grande do Norte,Poço Branco,131861.538,8427.81
Rio Grande do Norte,Portalegre,78934.223,9936.33
Rio Grande do Norte,Porto do Mangue,149472.868,22630.26
Rio Grande do Norte,Serra Caiada,109307.646,10267.49
Rio Grande do Norte,Pureza,169430.452,17244.83
Rio Grande do Norte,Rafael Fernandes,53271.221,10327.88
Rio Grande do Norte,Rafael Godeiro,43451.387,13519.41
Rio Grande do Norte,Riacho da Cruz,37507.561,10281.68
Rio Grande do Norte,Riacho de Santana,43513.571,10375.2
Rio Grande do Norte,Riachuelo,192157.795,23123.68
Rio Grande do Norte,Rodolfo Fernandes,59193.545,13281.03
Rio Grande do Norte,Tibau,115024.12,27563.89
Rio Grande do Norte,Ruy Barbosa,126773.337,35372.02
Rio Grande do Norte,Santa Cruz,619042.217,15362.76
Rio Grande do Norte,Santana do Matos,147039.964,12452.57
Rio Grande do Norte,Santana do Seridó,36354.375,13469.57
Rio Grande do Norte,Santo Antônio,302536.801,12387.88
Rio Grande do Norte,São Bento do Norte,549242.834,204407.46
Rio Grande do Norte,São Bento do Trairí,45623.718,10047.06
Rio Grande do Norte,São Fernando,63597.559,17636.59
Rio Grande do Norte,São Francisco do Oeste,54448.081,12718.54
Rio Grande do Norte,São Gonçalo do Amarante,1905023.474,18157.09
Rio Grande do Norte,São João do Sabugi,84586.361,13596.91
Rio Grande do Norte,São José de Mipibu,1040963.57,23357.8
Rio Grande do Norte,São José do Campestre,125092.539,9696.34
Rio Grande do Norte,São José do Seridó,83855.033,17856.69
Rio Grande do Norte,São Miguel,319743.904,13440.83
Rio Grande do Norte,São Miguel do Gostoso,492640.407,47183.26
Rio Grande do Norte,São Paulo do Potengi,231555.227,12966.47
Rio Grande do Norte,São Pedro,55800.638,9475.4
Rio Grande do Norte,São Rafael,88675.728,10836.58
Rio Grande do Norte,São Tomé,111775.598,10114.52
Rio Grande do Norte,São Vicente,76921.883,11877.99
Rio Grande do Norte,Senador Elói de Souza,60476.251,9806.43
Rio Grande do Norte,Senador Georgino Avelino,116486.995,25731.61
Rio Grande do Norte,Serra de São Bento,57410.686,10003.6
Rio Grande do Norte,Serra do Mel,858723.708,70243.25
Rio Grande do Norte,Serra Negra do Norte,118875.615,14666.95
Rio Grande do Norte,Serrinha,71898.669,11732.81
Rio Grande do Norte,Serrinha dos Pintos,49787.327,10303.67
Rio Grande do Norte,Severiano Melo,63099.52,36201.68
Rio Grande do Norte,Sítio Novo,53784.391,9604.36
Rio Grande do Norte,Taboleiro Grande,32472.958,12460.84
Rio Grande do Norte,Taipu,155199.296,12603.48
Rio Grande do Norte,Tangará,201785.036,12605.26
Rio Grande do Norte,Tenente Ananias,113587.909,10398.97
Rio Grande do Norte,Tenente Laurentino Cruz,107285.766,17631.19
Rio Grande do Norte,Tibau do Sul,415832.507,28299.48
Rio Grande do Norte,Timbaúba dos Batistas,43618.321,17972.11
Rio Grande do Norte,Touros,814844.691,24167.89
Rio Grande do Norte,Triunfo Potiguar,45830.859,14344.56
Rio Grande do Norte,Umarizal,151207.349,14421.3
Rio Grande do Norte,Upanema,214155.409,14337.24
Rio Grande do Norte,Várzea,56556.448,10229.06
Rio Grande do Norte,Venha-Ver,43203.075,10208.67
Rio Grande do Norte,Vera Cruz,133471.434,10436.42
Rio Grande do Norte,Viçosa,23238.933,13425.15
Rio Grande do Norte,Vila Flor,44404.067,13802.94
Paraíba,Água Branca,92036.226,8870.96
Paraíba,Aguiar,60096.471,10689.52
Paraíba,Alagoa Grande,300115.908,10573.42
Paraíba,Alagoa Nova,335056.335,15961.14
Paraíba,Alagoinha,138510.262,9468.2
Paraíba,Alcantil,55096.991,9968.7
Paraíba,Algodão de Jandaíra,28629.387,11062.36
Paraíba,Alhandra,3399775.211,171143.98
Paraíba,São João do Rio do Peixe,225531.023,12515.6
Paraíba,Amparo,29433.007,13000.44
Paraíba,Aparecida,105225.692,12405.76
Paraíba,Araçagi,185877.411,11026.72
Paraíba,Arara,112307.586,8250.02
Paraíba,Araruna,204298.382,9912.59
Paraíba,Areia,257221.884,11435.64
Paraíba,Areia de Baraúnas,26095.48,12396.9
Paraíba,Areial,62577.695,8871.24
Paraíba,Aroeiras,167984.982,8803.78
Paraíba,Assunção,48497.518,11924.64
Paraíba,Baía da Traição,107853.687,11727.05
Paraíba,Bananeiras,278904.459,13143.47
Paraíba,Baraúna,49783.675,9891.45
Paraíba,Barra de Santana,90800.733,10889.99
Paraíba,Barra de Santa Rosa,150844.675,9665.19
Paraíba,Barra de São Miguel,84814.934,13915.49
Paraíba,Bayeux,1366842.225,14016.16
Paraíba,Belém,218066.949,12297.24
Paraíba,Belém do Brejo do Cruz,78556.966,10679.3
Paraíba,Bernardino Batista,40037.053,11211.72
Paraíba,Boa Ventura,51614.974,9835.17
Paraíba,Boa Vista,206386.779,28593.35
Paraíba,Bom Jesus,32050.824,12384.4
Paraíba,Bom Sucesso,54512.891,11041.7
Paraíba,Bonito de Santa Fé,96548.89,7962.14
Paraíba,Boqueirão,256636.471,14310.05
Paraíba,Igaracy,60774.458,9976.11
Paraíba,Borborema,69205.238,13030.55
Paraíba,Brejo do Cruz,147154.424,10299.88
Paraíba,Brejo dos Santos,64311.475,9926.14
Paraíba,Caaporã,467127.33,21157.09
Paraíba,Cabaceiras,116487.315,20400.58
Paraíba,Cabedelo,3152546.126,45182.89
Paraíba,Cachoeira dos Índios,124811.017,12042.75
Paraíba,Cacimba de Areia,39105.747,10546.32
Paraíba,Cacimba de Dentro,154035.598,8971.73
Paraíba,Cacimbas,67103.475,9287.68
Paraíba,Caiçara,65660.656,9142.39
Paraíba,Cajazeiras,1231739.659,19683.9
Paraíba,Cajazeirinhas,42008.531,13058.29
Paraíba,Caldas Brandão,74706.15,12293.26
Paraíba,Camalaú,71641.765,11845.53
Paraíba,Campina Grande,10373107.305,25066.11
Paraíba,Capim,75638.486,11264.11
Paraíba,Caraúbas,42197.481,10032.69
Paraíba,Carrapateira,30950.209,11403.91
Paraíba,Casserengue,70017.617,9298.49
Paraíba,Catingueira,52898.763,10712.59
Paraíba,Catolé do Rocha,505606.684,16405.68
Paraíba,Caturité,61665.133,12589.86
Paraíba,Conceição,209009.706,10983.17
Paraíba,Condado,90373.017,13565.45
Paraíba,Conde,1286990.455,50786.89
Paraíba,Congo,61704.484,12890.01
Paraíba,Coremas,249600.863,16167.95
Paraíba,Coxixola,24016.783,12328.94
Paraíba,Cruz do Espírito Santo,191194.206,10863.92
Paraíba,Cubati,76814.196,9765.34
Paraíba,Cuité,220439.46,10842.53
Paraíba,Cuitegi,66741.611,9890.58
Paraíba,Cuité de Mamanguape,74110.451,11652.59
Paraíba,Curral de Cima,55525.901,10659.61
Paraíba,Curral Velho,26783.162,10679.09
Paraíba,Damião,50276.495,9294.97
Paraíba,Desterro,72714.766,8727.17
Paraíba,Vista Serrana,39389.717,10231.1
Paraíba,Diamante,59344.718,9121.54
Paraíba,Dona Inês,93830.214,9043.88
Paraíba,Duas Estradas,45025.16,12615.62
Paraíba,Emas,41639.403,11709.62
Paraíba,Esperança,507255.861,15193.67
Paraíba,Fagundes,105312.051,9419.68
Paraíba,Frei Martinho,30263.993,10125.12
Paraíba,Gado Bravo,76210.522,9190.85
Paraíba,Guarabira,1790167.562,30143.08
Paraíba,Gurinhém,150969.872,10688.13
Paraíba,Gurjão,38324.156,11022.19
Paraíba,Ibiara,57772.49,9830.27
Paraíba,Imaculada,98313.704,8277.65
Paraíba,Ingá,194960.748,10721.55
Paraíba,Itabaiana,335812.273,13783.7
Paraíba,Itaporanga,341234.782,13671.27
Paraíba,Itapororoca,206432.674,10877.47
Paraíba,Itatuba,155216.278,14022.61
Paraíba,Jacaraú,165129.833,11414.24
Paraíba,Jericó,76303.424,9844.33
Paraíba,João Pessoa,22244284.131,26936.78
Paraíba,Juarez Távora,73120.509,9124.1
Paraíba,Juazeirinho,210328.809,11417.26
Paraíba,Junco do Seridó,96602.326,13346.55
Paraíba,Juripiranga,117362.743,10836.82
Paraíba,Juru,87265.564,8876.57
Paraíba,Lagoa,51231.778,11041.33
Paraíba,Lagoa de Dentro,83536.719,10773.37
Paraíba,Lagoa Seca,309762.976,11171.49
Paraíba,Lastro,29494.943,10932.15
Paraíba,Livramento,70043.144,9629.25
Paraíba,Logradouro,48650.649,11041.91
Paraíba,Lucena,223066.283,16716.6
Paraíba,Mãe d'Água,38603.904,9680.02
Paraíba,Malta,79658.812,13865.76
Paraíba,Mamanguape,805007.145,17737.3
Paraíba,Manaíra,101427.657,9230.77
Paraíba,Marcação,95669.867,10938.7
Paraíba,Mari,241807.475,11043.96
Paraíba,Marizópolis,81943.502,12250.49
Paraíba,Massaranduba,130381.182,9262.0
Paraíba,Mataraca,240531.445,27832.84
Paraíba,Matinhas,54035.494,11933.63
Paraíba,Mato Grosso,31800.565,10801.82
Paraíba,Maturéia,61810.578,9239.25
Paraíba,Mogeiro,164371.519,12416.64
Paraíba,Montadas,55244.518,9515.07
Paraíba,Monte Horebe,48074.102,9877.56
Paraíba,Monteiro,635379.842,18888.75
Paraíba,Mulungu,98149.692,9852.41
Paraíba,Natuba,95464.758,9136.26
Paraíba,Nazarezinho,65965.104,9072.36
Paraíba,Nova Floresta,99605.669,9384.37
Paraíba,Nova Olinda,57801.878,9810.23
Paraíba,Nova Palmeira,48983.396,9775.17
Paraíba,Olho d'Água,61850.668,9665.68
Paraíba,Olivedos,43584.748,10926.23
Paraíba,Ouro Velho,38279.24,12542.35
Paraíba,Parari,21495.18,12304.05
Paraíba,Passagem,28859.81,11765.11
Paraíba,Patos,1993586.153,18329.13
Paraíba,Paulista,157013.702,12651.17
Paraíba,Pedra Branca,37462.93,9853.48
Paraíba,Pedra Lavrada,80074.509,10067.2
Paraíba,Pedras de Fogo,556476.253,19452.45
Paraíba,Piancó,206302.417,12776.52
Paraíba,Picuí,213192.092,11378.13
Paraíba,Pilar,121700.423,10111.37
Paraíba,Pilões,95436.018,14641.92
Paraíba,Pilõezinhos,51216.069,10373.93
Paraíba,Pirpirituba,95103.26,8980.48
Paraíba,Pitimbu,430316.393,22092.43
Paraíba,Pocinhos,284640.06,15101.87
Paraíba,Poço Dantas,40230.198,10376.63
Paraíba,Poço de José de Moura,46792.202,10717.41
Paraíba,Pombal,465067.624,14177.59
Paraíba,Prata,64687.726,15167.11
Paraíba,Princesa Isabel,266344.991,11215.0
Paraíba,Puxinanã,137836.786,9987.45
Paraíba,Queimadas,605758.835,13646.91
Paraíba,Quixaba,26745.509,13312.85
Paraíba,Remígio,181359.946,9080.26
Paraíba,Pedro Régis,57185.972,9315.19
Paraíba,Riachão,36492.134,9997.84
Paraíba,Riachão do Bacamarte,50101.002,10982.25
Paraíba,Riachão do Poço,56186.6,12291.97
Paraíba,Riacho de Santo Antônio,30562.114,15288.7
Paraíba,Riacho dos Cavalos,92585.082,10822.34
Paraíba,Rio Tinto,321971.355,13272.79
Paraíba,Salgadinho,33443.703,8413.51
Paraíba,Salgado de São Félix,128635.607,10610.87
Paraíba,Santa Cecília,65649.353,10059.66
Paraíba,Santa Cruz,62113.753,9441.21
Paraíba,Santa Helena,62162.223,10620.57
Paraíba,Santa Inês,36755.8,10235.53
Paraíba,Santa Luzia,372292.265,24065.43
Paraíba,Santana de Mangueira,51045.997,10012.95
Paraíba,Santana dos Garrotes,67142.255,9671.89
Paraíba,Joca Claudino,33004.268,12501.62
Paraíba,Santa Rita,2616825.49,18949.73
Paraíba,Santa Teresinha,57190.951,12569.44
Paraíba,Santo André,29350.314,11758.94
Paraíba,São Bento,567017.399,16364.14
Paraíba,São Bentinho,55030.251,11957.9
Paraíba,São Domingos do Cariri,28699.162,10850.34
Paraíba,São Domingos,36166.948,11595.69
Paraíba,São Francisco,39118.053,11583.67
Paraíba,São João do Cariri,55295.076,13260.21
Paraíba,São João do Tigre,40920.275,9283.18
Paraíba,São José da Lagoa Tapada,71953.701,9440.27
Paraíba,São José de Caiana,55613.637,8697.78
Paraíba,São José de Espinharas,54850.4,11844.18
Paraíba,São José dos Ramos,86594.663,14343.99
Paraíba,São José de Piranhas,230383.352,11289.98
Paraíba,São José de Princesa,34031.21,8730.43
Paraíba,São José do Bonfim,32366.109,8943.38
Paraíba,São José do Brejo do Cruz,29091.416,15975.52
Paraíba,São José do Sabugi,125141.541,30132.81
Paraíba,São José dos Cordeiros,36927.255,10237.66
Paraíba,São Mamede,82237.828,10705.26
Paraíba,São Miguel de Taipu,82625.82,11090.71
Paraíba,São Sebastião de Lagoa de Roça,105790.91,8970.65
Paraíba,São Sebastião do Umbuzeiro,40405.298,11433.3
Paraíba,Sapé,675778.313,12756.07
Paraíba,São Vicente do Seridó,89888.437,8232.3
Paraíba,Serra Branca,147661.657,10694.7
Paraíba,Serra da Raiz,37034.047,11892.76
Paraíba,Serra Grande,33183.293,11360.25
Paraíba,Serra Redonda,71218.258,10172.58
Paraíba,Serraria,67689.935,11212.51
Paraíba,Sertãozinho,54676.315,10612.64
Paraíba,Sobrado,112658.778,14360.58
Paraíba,Solânea,353078.442,13553.35
Paraíba,Soledade,203479.634,13377.14
Paraíba,Sossêgo,38718.862,10663.42
Paraíba,Sousa,1318528.629,18836.93
Paraíba,Sumé,200876.661,11749.92
Paraíba,Tacima,91695.546,8317.81
Paraíba,Taperoá,139192.251,8977.25
Paraíba,Tavares,139899.911,9458.45
Paraíba,Teixeira,169084.804,11027.51
Paraíba,Tenório,34478.107,11111.22
Paraíba,Triunfo,87467.916,9233.39
Paraíba,Uiraúna,192520.429,12537.15
Paraíba,Umbuzeiro,91142.064,9193.27
Paraíba,Várzea,37561.245,13087.54
Paraíba,Vieirópolis,52688.691,9766.21
Paraíba,Zabelê,26960.577,11882.14
Pernambuco,Abreu e Lima,1724257.659,17123.06
Pernambuco,Afogados da Ingazeira,541816.47,14430.74
Pernambuco,Afrânio,209814.557,10500.7
Pernambuco,Agrestina,352858.433,13980.13
Pernambuco,Água Preta,259866.491,6950.9
Pernambuco,Águas Belas,401110.734,9132.13
Pernambuco,Alagoinha,144944.925,9794.9
Pernambuco,Aliança,413314.494,10761.16
Pernambuco,Altinho,222588.795,9679.46
Pernambuco,Amaraji,294407.127,12850.59
Pernambuco,Angelim,142259.856,12588.25
Pernambuco,Araçoiaba,161884.451,7732.35
Pernambuco,Araripina,1272091.772,14912.98
Pernambuco,Arcoverde,1215382.889,16141.61
Pernambuco,Barra de Guabiraba,146942.971,10042.58
Pernambuco,Barreiros,503988.293,11757.3
Pernambuco,Belém de Maria,99499.448,8176.47
Pernambuco,Belém do São Francisco,366293.143,17669.71
Pernambuco,Belo Jardim,2765036.424,35942.24
Pernambuco,Betânia,105307.489,8220.08
Pernambuco,Bezerros,962826.016,15794.39
Pernambuco,Bodocó,317010.407,8211.64
Pernambuco,Bom Conselho,643150.606,13132.22
Pernambuco,Bom Jardim,366987.87,9165.99
Pernambuco,Bonito,539340.172,14155.54
Pernambuco,Brejão,183678.548,20451.9
Pernambuco,Brejinho,83878.511,11200.23
Pernambuco,Brejo da Madre de Deus,461357.176,8924.43
Pernambuco,Buenos Aires,133151.668,10068.94
Pernambuco,Buíque,549014.687,9235.21
Pernambuco,Cabo de Santo Agostinho,13706388.877,65022.05
Pernambuco,Cabrobó,440863.485,12676.5
Pernambuco,Cachoeirinha,254368.817,12337.22
Pernambuco,Caetés,423726.62,14578.59
Pernambuco,Calçado,115298.866,10497.94
Pernambuco,Calumbi,50299.999,8756.96
Pernambuco,Camaragibe,2229679.55,13940.29
Pernambuco,Camocim de São Félix,181160.709,9518.74
Pernambuco,Camutanga,285368.854,33213.32
Pernambuco,Canhotinho,253171.467,10232.04
Pernambuco,Capoeiras,244053.554,12173.46
Pernambuco,Carnaíba,193545.51,9841.63
Pernambuco,Carnaubeira da Penha,83422.735,6359.89
Pernambuco,Carpina,1744915.053,20496.82
Pernambuco,Caruaru,8663524.843,23456.58
Pernambuco,Casinhas,101521.112,7052.53
Pernambuco,Catende,360566.492,8236.25
Pernambuco,Cedro,125401.266,10474.55
Pernambuco,Chã de Alegria,168757.841,12371.37
Pernambuco,Chã Grande,251192.832,11454.82
Pernambuco,Condado,250915.369,9378.26
Pernambuco,Correntes,192015.502,10477.19
Pernambuco,Cortês,121502.409,9686.87
Pernambuco,Cumaru,109260.119,11508.33
Pernambuco,Cupira,283576.106,11700.13
Pernambuco,Custódia,593879.93,15780.83
Pernambuco,Dormentes,246022.559,12783.05
Pernambuco,Escada,1306431.048,18743.36
Pernambuco,Exu,325117.198,10253.15
Pernambuco,Feira Nova,247549.736,11071.1
Pernambuco,Fernando de Noronha,229561.568,73108.78
Pernambuco,Ferreiros,132502.788,10846.66
Pernambuco,Flores,192901.673,8530.94
Pernambuco,Floresta,445213.144,13294.71
Pernambuco,Frei Miguelinho,131441.259,8407.94
Pernambuco,Gameleira,274257.646,8685.09
Pernambuco,Garanhuns,3077111.825,21769.91
Pernambuco,Glória do Goitá,554616.349,17979.59
Pernambuco,Goiana,10662963.847,132714.72
Pernambuco,Granito,78431.653,10339.0
Pernambuco,Gravatá,1359681.438,15938.31
Pernambuco,Iati,195800.31,10153.51
Pernambuco,Ibimirim,330118.945,11158.32
Pernambuco,Ibirajuba,85527.388,11003.14
Pernambuco,Igarassu,3471426.905,29003.48
Pernambuco,Iguaracy,112369.307,9161.79
Pernambuco,Inajá,196879.956,8191.73
Pernambuco,Ingazeira,50497.19,11130.08
Pernambuco,Ipojuca,14929346.492,150647.79
Pernambuco,Ipubi,340374.467,10800.4
Pernambuco,Itacuruba,71285.977,14220.22
Pernambuco,Itaíba,283413.471,10789.31
Pernambuco,Ilha de Itamaracá,299232.343,11051.57
Pernambuco,Itambé,522657.422,14321.34
Pernambuco,Itapetim,139873.235,10367.12
Pernambuco,Itapissuma,2383640.539,87814.64
Pernambuco,Itaquitinga,160856.66,9431.09
Pernambuco,Jaboatão dos Guararapes,16133556.245,22680.83
Pernambuco,Jaqueira,111801.47,9611.54
Pernambuco,Jataúba,154862.064,8948.98
Pernambuco,Jatobá,153792.815,10318.9
Pernambuco,João Alfredo,316644.152,9432.35
Pernambuco,Joaquim Nabuco,181310.255,11332.6
Pernambuco,Jucati,129269.988,11197.05
Pernambuco,Jupi,214224.309,14274.96
Pernambuco,Jurema,132839.971,8579.73
Pernambuco,Lagoa do Carro,300634.52,16313.12
Pernambuco,Lagoa de Itaenga,482858.549,22468.99
Pernambuco,Lagoa do Ouro,139223.059,10467.9
Pernambuco,Lagoa dos Gatos,135442.681,8286.49
Pernambuco,Lagoa Grande,456843.601,17510.3
Pernambuco,Lajedo,585575.816,14323.21
Pernambuco,Limoeiro,838342.782,14930.68
Pernambuco,Macaparana,283578.09,11092.43
Pernambuco,Machados,216295.27,13069.99
Pernambuco,Manari,139153.111,6293.67
Pernambuco,Maraial,92489.611,8333.9
Pernambuco,Mirandiba,163405.618,10509.75
Pernambuco,Moreno,892506.355,13990.88
Pernambuco,Nazaré da Mata,688467.949,21071.46
Pernambuco,Olinda,5788249.961,14700.91
Pernambuco,Orobó,398794.429,16626.83
Pernambuco,Orocó,186447.62,12178.95
Pernambuco,Ouricuri,780512.688,11076.44
Pernambuco,Palmares,924145.709,14497.54
Pernambuco,Palmeirina,79959.02,10648.42
Pernambuco,Panelas,229556.335,8682.82
Pernambuco,Paranatama,285773.328,24618.65
Pernambuco,Parnamirim,213190.379,9604.04
Pernambuco,Passira,264546.745,9167.82
Pernambuco,Paudalho,926328.024,16153.32
Pernambuco,Paulista,5591651.533,16596.43
Pernambuco,Pedra,306398.452,13488.22
Pernambuco,Pesqueira,869650.98,12776.4
Pernambuco,Petrolândia,1675876.169,44994.8
Pernambuco,Petrolina,7994036.417,22244.46
Pernambuco,Poção,102107.077,9029.63
Pernambuco,Pombos,532583.088,19577.38
Pernambuco,Primavera,291695.706,19151.45
Pernambuco,Quipapá,192324.987,7310.24
Pernambuco,Quixaba,67064.241,9868.19
Pernambuco,Recife,54970305.431,33094.37
Pernambuco,Riacho das Almas,260563.146,12560.89
Pernambuco,Ribeirão,576406.602,12055.44
Pernambuco,Rio Formoso,379871.384,16015.49
Pernambuco,Sairé,176225.317,18356.8
Pernambuco,Salgadinho,80938.432,7217.62
Pernambuco,Salgueiro,1002105.382,16278.25
Pernambuco,Saloá,171050.925,10771.47
Pernambuco,Sanharó,248264.475,9091.27
Pernambuco,Santa Cruz,133591.622,8501.98
Pernambuco,Santa Cruz da Baixa Verde,113553.794,8935.61
Pernambuco,Santa Cruz do Capibaribe,1925733.505,17222.96
Pernambuco,Santa Filomena,111829.714,7636.03
Pernambuco,Santa Maria da Boa Vista,563999.761,13344.05
Pernambuco,Santa Maria do Cambucá,122261.918,8545.0
Pernambuco,Santa Terezinha,114824.154,9637.75
Pernambuco,São Benedito do Sul,117016.666,7205.9
Pernambuco,São Bento do Una,1485705.93,24529.96
Pernambuco,São Caitano,447678.66,11941.92
Pernambuco,São João,390210.544,16964.2
Pernambuco,São Joaquim do Monte,185466.682,8650.9
Pernambuco,São José da Coroa Grande,291007.407,13307.45
Pernambuco,São José do Belmonte,341543.949,10021.24
Pernambuco,São José do Egito,441117.369,12894.4
Pernambuco,São Lourenço da Mata,1444200.155,12568.1
Pernambuco,São Vicente Férrer,209528.124,11544.25
Pernambuco,Serra Talhada,1693347.295,19359.84
Pernambuco,Serrita,161152.641,8382.02
Pernambuco,Sertânia,367388.668,10151.94
Pernambuco,Sirinhaém,722495.019,15423.1
Pernambuco,Moreilândia,90987.135,8074.11
Pernambuco,Solidão,56660.704,9390.24
Pernambuco,Surubim,915557.836,13831.85
Pernambuco,Tabira,314902.854,10911.39
Pernambuco,Tacaimbó,149158.911,11614.02
Pernambuco,Tacaratu,251978.426,9530.56
Pernambuco,Tamandaré,395834.25,16595.43
Pernambuco,Taquaritinga do Norte,334641.961,11354.57
Pernambuco,Terezinha,75618.355,10463.31
Pernambuco,Terra Nova,95262.232,9236.21
Pernambuco,Timbaúba,746606.922,14197.56
Pernambuco,Toritama,764572.35,16237.1
Pernambuco,Tracunhaém,176619.046,12746.76
Pernambuco,Trindade,419024.45,13472.16
Pernambuco,Triunfo,157357.628,10330.73
Pernambuco,Tupanatinga,227130.162,8172.21
Pernambuco,Tuparetama,89138.565,10783.76
Pernambuco,Venturosa,247348.959,13132.41
Pernambuco,Verdejante,80930.642,8454.94
Pernambuco,Vertente do Lério,74060.297,9840.59
Pernambuco,Vertentes,194510.533,9187.16
Pernambuco,Vicência,519425.664,15789.45
Pernambuco,Vitória de Santo Antão,4551843.195,32423.08
Pernambuco,Xexéu,141411.218,9561.92
Alagoas,Água Branca,202654.662,10001.22
Alagoas,Anadia,250457.465,14306.13
Alagoas,Arapiraca,5915937.693,25248.44
Alagoas,Atalaia,1500344.104,31559.62
Alagoas,Barra de Santo Antônio,262005.115,16172.16
Alagoas,Barra de São Miguel,238430.79,28270.19
Alagoas,Batalha,229932.739,12469.24
Alagoas,Belém,191318.362,45271.74
Alagoas,Belo Monte,151386.626,22537.83
Alagoas,Boca da Mata,506027.823,18448.64
